RESTAURANT,ADDRESS,CATEGORY,RATING,RESTAURANT IMAGE,LINK,ITEM,ITEM IMGAGE,PRICE
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Nước chấm thêm,https://images.foody.vn/res/g105/1041514/s120x120/9209b0cc-115d-4169-a149-68a4ed49-98ba57c5-210703202526.jpeg,"10,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Combo 1: chân gà có xương nhỏ + chân gà rút xương nhỏ,https://images.foody.vn/res/g105/1041514/s120x120/bca7a1e2-d7bd-467b-9ef5-b2771561-fb5f690c-210608222312.jpeg,"165,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Combo 3: chân gà (có xương) ngâm sả tắc lớn + chân gà rút xương ngâm sả tắc nhỏ,https://images.foody.vn/res/g105/1041514/s120x120/bca7a1e2-d7bd-467b-9ef5-b2771561-fb5f690c-210608222312.jpeg,"230,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Chân gà rút xương ngâm sả tắc - hộp nhỏ,https://images.foody.vn/res/g105/1041514/s120x120/257fa692-9c9e-4fa3-be0d-a61daa52-057cf209-200813150805.jpeg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Chân gà rút xương ngâm sả tắc-hộp lớn,https://images.foody.vn/res/g105/1041514/s120x120/049dd78b-8dd7-44d5-a95f-82998caa-7e512275-200813150714.jpeg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Phú Thọ Hoà,"94/22/2A Phú Thọ Hòa, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.4,https://images.foody.vn/res/g105/1041514/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200811120948.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-phu-tho-hoa,Combo 2 hộp chân gà rút xương ngâm sả tắc lớn,https://images.foody.vn/res/g105/1041514/s120x120/caafcf76-085b-408f-bc24-3d646bf6-0cd4bcb3-200813150905.jpeg,"400,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà (CÓ XƯƠNG) ngâm sả tắc -hộp lớn,https://images.foody.vn/res/g105/1043083/s120x120/9b2cb80c-fe94-4e18-97ee-da95c8a2-3e1aefda-210630114803.jpeg,"130,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà(CÓ XƯƠNG) ngâm sả tắc- hộp nhỏ,https://images.foody.vn/res/g105/1043083/s120x120/9b2cb80c-fe94-4e18-97ee-da95c8a2-3e1aefda-210630114803.jpeg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Nước chấm thêm,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"10,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà CÓ XƯƠNG sốt Thái - hộp nhỏ,https://images.foody.vn/res/g105/1043083/s120x120/217ef122-ebf0-41e8-b431-2fd069a3-59d7afc7-220320125134.jpeg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà rút xương ngâm sả tắc -hộp lớn,https://images.foody.vn/res/g105/1043083/s120x120/f9769887-2f0c-4c97-a9e0-eea62d89-88dae8d0-201126174739.jpeg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà rút xương ngâm sả tắc-hộp nhỏ,https://images.foody.vn/res/g105/1043083/s120x120/d4363fd0-ae5d-464c-bb66-68677de8-f44b377f-201126174728.jpeg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà rút xương sốt Thái- hộp nhỏ,https://images.foody.vn/res/g105/1043083/s120x120/b075f250-6929-44a6-88b1-b9982548-1b879f26-220320125239.jpeg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,Chân gà rút xương sốt Thái- hộp lớn,https://images.foody.vn/res/g105/1043083/s120x120/b075f250-6929-44a6-88b1-b9982548-1b879f26-220320125239.jpeg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,COMBO 3 : Chân gà CÓ XƯƠNG ngâm sả tắc hộp lớn + Chân gà rút xương ngâm sả tắc nhỏ,https://images.foody.vn/res/g105/1043083/s120x120/d5fb1975-14bb-4b85-93cf-2bb182e1-dd0d5a44-210630120032.jpeg,"230,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Khuôn Việt,"239/51 Khuông Việt, P. Phú Trung, Quận Tân Phú, TP. HCM",Shop Online,9.9,https://images.foody.vn/res/g105/1043083/prof/s640x400/foody-upload-api-foody-mobile-foody-upload-api-foo-200819141234.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-khuon-viet,COMBO 2: 2 hộp chân gà rút xương ngâm sả tắc,https://images.foody.vn/res/g105/1043083/s120x120/6c8984d1-7940-4a47-a6ee-23bca918-b5fd3820-210630120133.jpeg,"400,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,COMBO3:chân gà có xương ngâm sả tắc(hộp lớn)+Chân Gà Rút Xương nhỏ,https://images.foody.vn/res/g91/907273/s120x120/1a442d72-7899-4f27-abbb-ae9162cfc639.jpg,"230,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,COMBO2: 2 hộp chân gà rút xương ngâm sả tắc,https://images.foody.vn/res/g91/907273/s120x120/63e278b4-cd55-444d-9748-5d9c34b74119.jpg,"400,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà CÓ XƯƠNG Sốt THÁI- hộp nhỏ,https://images.foody.vn/res/g91/907273/s120x120/eac6fbf5-61d9-41c8-b233-1e8a0953-124177f8-220304172816.jpeg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà CÓ XƯƠNG ngâm sả tắc (hộp nhỏ),https://images.foody.vn/res/g91/907273/s120x120/b7c58647-1e4f-4954-954a-a0b2f9d9399d.jpg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà CÓ XƯƠNG ngâm sả tắc(hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/deaae64b-e123-4786-a25a-e78b0e4dc6b3.jpg,"130,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà CÓ XƯƠNG sốt Thái-chua cay(hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/82267c9e-4834-4cb6-95cc-4e90d9e0744f.jpg,"130,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà rút xương sốt Thái- chua cay(hộp nhỏ),https://images.foody.vn/res/g91/907273/s120x120/ceed9e52-805c-4447-a5d6-dae242987bb9.jpg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà rút xương ngâm sả tắc-hộp lớn,https://images.foody.vn/res/g91/907273/s120x120/3cf94930-9254-407f-a81d-f3ea7af1acaf.jpg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà rút xương ngâm sả tắc-hộp nhỏ,https://images.foody.vn/res/g91/907273/s120x120/3635e809-243a-40e8-8b15-e5ad58c0096a.jpg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online - Hòa Bình,"237/62 Hoà Bình, P. Hiệp Tân, Quận Tân Phú, TP. HCM",Quán ăn,10.0,https://images.foody.vn/res/g114/1130417/prof/s640x400/foody-upload-api-foody-mobile-an-dcd7bd85-220322090036.jpeg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online-hoa-binh,Chân gà rút xương sốt Thái-chua cay (hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/27249ee7-bc90-4d67-859a-3f6f39038e39.jpg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,COMBO3:chân gà có xương ngâm sả tắc(hộp lớn)+Chân Gà Rút Xương nhỏ,https://images.foody.vn/res/g91/907273/s120x120/1a442d72-7899-4f27-abbb-ae9162cfc639.jpg,"230,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,COMBO2: 2 hộp chân gà rút xương ngâm sả tắc,https://images.foody.vn/res/g91/907273/s120x120/63e278b4-cd55-444d-9748-5d9c34b74119.jpg,"400,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà CÓ XƯƠNG ngâm sả tắc(hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/deaae64b-e123-4786-a25a-e78b0e4dc6b3.jpg,"130,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà CÓ XƯƠNG ngâm sả tắc (hộp nhỏ),https://images.foody.vn/res/g91/907273/s120x120/b7c58647-1e4f-4954-954a-a0b2f9d9399d.jpg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà CÓ XƯƠNG sốt Thái-chua cay(hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/82267c9e-4834-4cb6-95cc-4e90d9e0744f.jpg,"130,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà CÓ XƯƠNG Sốt THÁI- hộp nhỏ,https://images.foody.vn/res/g91/907273/s120x120/eac6fbf5-61d9-41c8-b233-1e8a0953-124177f8-220304172816.jpeg,"65,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà rút xương ngâm sả tắc-hộp lớn,https://images.foody.vn/res/g91/907273/s120x120/3cf94930-9254-407f-a81d-f3ea7af1acaf.jpg,"210,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà rút xương ngâm sả tắc-hộp nhỏ,https://images.foody.vn/res/g91/907273/s120x120/3635e809-243a-40e8-8b15-e5ad58c0096a.jpg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà rút xương sốt Thái- chua cay(hộp nhỏ),https://images.foody.vn/res/g91/907273/s120x120/ceed9e52-805c-4447-a5d6-dae242987bb9.jpg,"110,000đ"
Bếp Rùa - Chân Gà Rút Xương Ngâm Sả Tắc - Shop Online,"127/5/9 Lê Thúc Hoạch, P. Phú Thọ Hòa, Quận Tân Phú, TP. HCM",Shop Online,9.8,https://images.foody.vn/res/g91/907273/prof/s640x400/foody-upload-api-foody-mobile-8-190611164031.jpg,https://www.foody.vn/ho-chi-minh/bep-rua-chan-ga-rut-xuong-ngam-sa-tac-shop-online,Chân gà rút xương sốt Thái-chua cay (hộp lớn),https://images.foody.vn/res/g91/907273/s120x120/27249ee7-bc90-4d67-859a-3f6f39038e39.jpg,"210,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Cooktail tô,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"30,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Chè Thái,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"27,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Trái cây tự chọn,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"30,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Gỏi cuốn,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"5,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Sâm bổ lượng,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"22,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Cooktail ly,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"28,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Chè lạnh,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"15,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Bánh flan,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"15,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Chè hạt sen,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"25,000đ"
Cocktail Dĩa 635,"635 Hưng Phú, Quận 8, TP. HCM",Ăn vặt/vỉa hè,6.0,https://images.foody.vn/res/g12/116792/prof/s640x400/foody-mobile-hmb-coc-jpg-853-635576187813606766.jpg,https://www.foody.vn/ho-chi-minh/cocktail-dia-635,Chè thốt nốt,https://images.foody.vn/default/s120x120/shopeefood-deli-dish-no-image.png,"25,000đ"
Cơm Cháo Triều Châu,"450 Hồng Bàng, P. 16, Quận 11, TP. HCM",Quán ăn,7.3,https://images.foody.vn/res/g17/167881/prof/s640x400/foody-mobile-6et63kkl-jpg-585-636198966210769502.jpg,https://www.foody.vn/ho-chi-minh/com-chao-trieu-chau,Thập cẩm,https://images.foody.vn/res/g17/167881/s120x120/dcc89177-35eb-440d-aa5d-097cb7f02349.jpg,"75,000đ"
Cơm Cháo Triều Châu,"450 Hồng Bàng, P. 16, Quận 11, TP. HCM",Quán ăn,7.3,https://images.foody.vn/res/g17/167881/prof/s640x400/foody-mobile-6et63kkl-jpg-585-636198966210769502.jpg,https://www.foody.vn/ho-chi-minh/com-chao-trieu-chau,Giò heo,https://images.foody.vn/res/g17/167881/s120x120/d9c1a8f9-f5e0-4b2f-79f4-4ebed407643a.jpg,"75,000đ"
